title,youtube_id,keyword,standard_domain,standard_cluster,grade,Jurisdiction Hierarchy 2
Chain Rule Examples,6_lmiPDedsY,CC.9-12.A-SSE.2,Seeing Structure in Expressions,Interpret the structure of expressions,12-Sep,Calculus
Proof: d/dx(sqrt(x)),789aMeepbxI,CC.9-12.A-SSE.2,Seeing Structure in Expressions,Interpret the structure of expressions,12-Sep,Calculus
Optimization with Calculus 2,3GYv-BZYYdg,CC.9-12.A-SSE.2,Seeing Structure in Expressions,Interpret the structure of expressions,12-Sep,Calculus
Factor expressions by grouping,rR4FfB-FZJw,CC.9-12.A-SSE.3,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Developmental Math 2
Factoring trinomials with a leading 1 coefficient,nOZTe8jU2g4,CC.9-12.A-SSE.3,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Developmental Math 2
Factoring trinomials with a common factor,GMoqg_s4Dl4,CC.9-12.A-SSE.3,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Developmental Math 2
Factoring trinomials with a non-1 leading coefficient by grouping,ISPxJ6JXT8o,CC.9-12.A-SSE.3,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Developmental Math 2
Factoring perfect square trinomials,liRNTieIU_k,CC.9-12.A-SSE.3,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Developmental Math 2
Factoring difference of squares,tvnOWIoeeaU,CC.9-12.A-SSE.3,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Developmental Math 2
Factoring Sum of Cubes,Touv2APcBRw,CC.9-12.A-SSE.3,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Developmental Math 2
Factoring the Difference of Cubes,APJx1y78ovA,CC.9-12.A-SSE.3,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Developmental Math 2
Simplifying First for Subtracting Rational Expressions,tmpa8Q240XY,CC.9-12.A-SSE.3,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Developmental Math 2
Subtracting Rational Expressions,YO_SwIKGMqQ,CC.9-12.A-SSE.3,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Developmental Math 2
Adding and Subtracting Rational Expressions,y_DweTAEYWk,CC.9-12.A-SSE.3,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Developmental Math 2
Complicated Rational Expressions,ALO87_KDoTs,CC.9-12.A-SSE.3,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Developmental Math 2
Solving a Quadratic by Factoring,N30tN9158Kc,CC.9-12.A-SSE.3.a,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Algebra
Quadratic Formula 3,XUvKjC21fYU,CC.9-12.A-SSE.3.a,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Algebra I Worked Examples
Understanding Logical Statements 3,fs7fz3MLpC8,CC.9-12.A-SSE.3.a,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Algebra I Worked Examples
Factoring Quadratic Expressions,eF6zYNzlZKQ,CC.9-12.A-SSE.3.a,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,ck12.org Algebra 1 Examples
Factoring Special Products,BI_jmI4xRus,CC.9-12.A-SSE.3.a,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,ck12.org Algebra 1 Examples
Finding Factors of a Number,vcn2ruTOwFo,CC.9-12.A-SSE.3.a,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Developmental Math
Solving quadratics by factoring,uktzcTg_N7U,CC.9-12.A-SSE.3.a,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Developmental Math 2
Applications Problem Factoring Quadratics,STcsaKuW-24,CC.9-12.A-SSE.3.a,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Developmental Math 2
Limit Examples w/ brain malfunction on first prob (part 4),xjkSE9cPqzo,CC.9-12.A-SSE.3.a,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Pre-calculus
Limit Examples (part3),gWSDDopD9sk,CC.9-12.A-SSE.3.a,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Pre-calculus
Completing the Square,gzm-uhj06q8,CC.9-12.A-SSE.3.b,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Algebra
Quadratic Functions 2,dfoXtodyiIA,CC.9-12.A-SSE.3.b,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Algebra I Worked Examples
Quadratic Functions 3,TgKBc3Igx1I,CC.9-12.A-SSE.3.b,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Algebra I Worked Examples
Completing the Square 1,VvuuRpJbbHE,CC.9-12.A-SSE.3.b,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Algebra I Worked Examples
Completing the Square 2,6agzj3A9IgA,CC.9-12.A-SSE.3.b,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Algebra I Worked Examples
Completing the Square 3,02h9yhc7ruc,CC.9-12.A-SSE.3.b,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Algebra I Worked Examples
Completing the Square 4,95tChNVzodY,CC.9-12.A-SSE.3.b,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Algebra I Worked Examples
Solving Quadratic Equations by Completing the Square,bNQY0z76M5A,CC.9-12.A-SSE.3.b,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,ck12.org Algebra 1 Examples
Exponent Properties Involving Products,zM_p7tfWvLU,CC.9-12.A-SSE.3.c,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,ck12.org Algebra 1 Examples
Exponent Properties Involving Quotients,AR1uqNbjM5s,CC.9-12.A-SSE.3.c,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,ck12.org Algebra 1 Examples
Exponential Decay Functions,AXAMVxaxjDg,CC.9-12.A-SSE.3.c,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,ck12.org Algebra 1 Examples
"Zero, Negative, and Fractional Exponents",tOuCdKqO6-s,CC.9-12.A-SSE.3.c,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,ck12.org Algebra 1 Examples
Introduction to compound interest and e,qEB6y4DklNY,CC.9-12.A-SSE.3.c,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Pre-calculus
Interest (part 2),t4zfiBw0hwM,CC.9-12.A-SSE.3.c,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Pre-calculus
Introduction to interest,GtaoP0skPWc,CC.9-12.A-SSE.3.c,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Pre-calculus
Exponential Growth,JWfTckls59k,CC.9-12.A-SSE.3.c,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Calculus
Geometric Series Sum to Figure Out Mortgage Payments,i05-okb1EJg,CC.9-12.A-SSE.4,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Algebra
Geometric Sequences (Introduction),pXo0bG4iAyg,CC.9-12.A-SSE.4,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,ck12.org Algebra 1 Examples
Sequences and Series (part 1),VgVJrSJxkDk,CC.9-12.A-SSE.4,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems,12-Sep,Pre-calculus
Introduction to Limits,W0VWO4asgmk,CC.9-12.F-BF.1,Building Functions,Build a function that models a relationship between two quantities,12-Sep,Pre-calculus
Limit Examples (part 1),GGQngIp0YGI,CC.9-12.F-BF.1,Building Functions,Build a function that models a relationship between two quantities,12-Sep,Pre-calculus
Exponential Growth,JWfTckls59k,CC.9-12.F-BF.1,Building Functions,Build a function that models a relationship between two quantities,12-Sep,Calculus
,#N/A,CC.9-12.F-BF.1.a,Building Functions,Build a function that models a relationship between two quantities,12-Sep,
Exponential Growth,JWfTckls59k,CC.9-12.F-BF.1.b,Building Functions,Build a function that models a relationship between two quantities,12-Sep,Calculus
Parametric Equations 2,wToSIQJ2o_8,CC.9-12.F-BF.1.c,Building Functions,Build a function that models a relationship between two quantities,12-Sep,Pre-calculus
Parametric Equations 1,m6c6dlmUT1c,CC.9-12.F-BF.1.c,Building Functions,Build a function that models a relationship between two quantities,12-Sep,Pre-calculus
Introduction to Limits,W0VWO4asgmk,CC.9-12.F-BF.1.c,Building Functions,Build a function that models a relationship between two quantities,12-Sep,Pre-calculus
Parametric Equations 3,57BiI_iD3-U,CC.9-12.F-BF.1.c,Building Functions,Build a function that models a relationship between two quantities,12-Sep,Pre-calculus
Patterns in Sequences 1,Zj-a_9cd5jc,CC.9-12.F-BF.2,Building Functions,Build a function that models a relationship between two quantities,12-Sep,Algebra I Worked Examples
Patterns in Sequences 2,zIcxrhyJs6M,CC.9-12.F-BF.2,Building Functions,Build a function that models a relationship between two quantities,12-Sep,Algebra I Worked Examples
Equations of Sequence Patterns,_3BnyEr5fG4,CC.9-12.F-BF.2,Building Functions,Build a function that models a relationship between two quantities,12-Sep,Algebra I Worked Examples
Finding the 100th Term in a Sequence,JtsyP0tnVRY,CC.9-12.F-BF.2,Building Functions,Build a function that models a relationship between two quantities,12-Sep,Algebra I Worked Examples
U12_L1_T3_we1 Inductive Reasoning 1,MnQ7Lizkpqk,CC.9-12.F-BF.2,Building Functions,Build a function that models a relationship between two quantities,12-Sep,Algebra I Worked Examples
Inductive Reasoning 2,ZSsBh4Ybbj8,CC.9-12.F-BF.2,Building Functions,Build a function that models a relationship between two quantities,12-Sep,Algebra I Worked Examples
Sequences and Series (part 1),VgVJrSJxkDk,CC.9-12.F-BF.2,Building Functions,Build a function that models a relationship between two quantities,12-Sep,Pre-calculus
Connection Between Even and Odd Numbers and Functions,jFazrvLodrA,CC.9-12.F-BF.3,Building Functions,Build new functions from existing functions,12-Sep,Algebra
Recognizing Odd and Even Functions,8VgmBe3ulb8,CC.9-12.F-BF.3,Building Functions,Build new functions from existing functions,12-Sep,Algebra
Algebra: Slope and Y-Intercept Intuition,Nhn-anmubYU,CC.9-12.F-BF.3,Building Functions,Build new functions from existing functions,12-Sep,Algebra
Algebra: Graphing Lines 1,2UrcUfBizyw,CC.9-12.F-BF.3,Building Functions,Build new functions from existing functions,12-Sep,Algebra
Graphs of Square Root Functions,outcfkh69U0,CC.9-12.F-BF.3,Building Functions,Build new functions from existing functions,12-Sep,ck12.org Algebra 1 Examples
Introduction to Function Inverses,W84lObmOp8M,CC.9-12.F-BF.4,Building Functions,Build new functions from existing functions,12-Sep,Algebra
Function Inverse Example 1,wSiamij_i_k,CC.9-12.F-BF.4,Building Functions,Build new functions from existing functions,12-Sep,Pre-calculus
Function Inverses Example 2,aeyFb2eVH1c,CC.9-12.F-BF.4,Building Functions,Build new functions from existing functions,12-Sep,Pre-calculus
Function Inverses Example 3,Bq9cq9FZuNM,CC.9-12.F-BF.4,Building Functions,Build new functions from existing functions,12-Sep,Pre-calculus
Introduction to Function Inverses,W84lObmOp8M,CC.9-12.F-BF.4,Building Functions,Build new functions from existing functions,12-Sep,Pre-calculus
Polar Coordinates 1,jexMSlSDubM,CC.9-12.F-BF.4,Building Functions,Build new functions from existing functions,12-Sep,Trigonometry
Inverse Trig Functions: Arcsin,JGU74wbZMLg,CC.9-12.F-BF.4,Building Functions,Build new functions from existing functions,12-Sep,Trigonometry
Inverse Trig Functions: Arctan,Idxeo49szW0,CC.9-12.F-BF.4,Building Functions,Build new functions from existing functions,12-Sep,Trigonometry
Inverse Trig Functions: Arccos,eTDaJ4ebK28,CC.9-12.F-BF.4,Building Functions,Build new functions from existing functions,12-Sep,Trigonometry
Function Inverse Example 1,wSiamij_i_k,CC.9-12.F-BF.4.a,Building Functions,Build new functions from existing functions,12-Sep,Algebra
Function Inverses Example 2,aeyFb2eVH1c,CC.9-12.F-BF.4.a,Building Functions,Build new functions from existing functions,12-Sep,Algebra
Function Inverses Example 3,Bq9cq9FZuNM,CC.9-12.F-BF.4.a,Building Functions,Build new functions from existing functions,12-Sep,Algebra
Function Inverse Example 1,wSiamij_i_k,CC.9-12.F-BF.4.a,Building Functions,Build new functions from existing functions,12-Sep,Pre-calculus
Function Inverses Example 2,aeyFb2eVH1c,CC.9-12.F-BF.4.a,Building Functions,Build new functions from existing functions,12-Sep,Pre-calculus
Function Inverses Example 3,Bq9cq9FZuNM,CC.9-12.F-BF.4.a,Building Functions,Build new functions from existing functions,12-Sep,Pre-calculus
Introduction to Function Inverses,W84lObmOp8M,CC.9-12.F-BF.4.a,Building Functions,Build new functions from existing functions,12-Sep,Pre-calculus
Function Inverse Example 1,wSiamij_i_k,CC.9-12.F-BF.4.b,Building Functions,Build new functions from existing functions,12-Sep,Pre-calculus
Inverse Trig Functions: Arcsin,JGU74wbZMLg,CC.9-12.F-BF.4.b,Building Functions,Build new functions from existing functions,12-Sep,Trigonometry
Inverse Trig Functions: Arctan,Idxeo49szW0,CC.9-12.F-BF.4.b,Building Functions,Build new functions from existing functions,12-Sep,Trigonometry
Introduction to Function Inverses,W84lObmOp8M,CC.9-12.F-BF.4.c,Building Functions,Build new functions from existing functions,12-Sep,Pre-calculus
Inverse Trig Functions: Arctan,Idxeo49szW0,CC.9-12.F-BF.4.c,Building Functions,Build new functions from existing functions,12-Sep,Trigonometry
Function Inverses Example 2,aeyFb2eVH1c,CC.9-12.F-BF.4.d,Building Functions,Build new functions from existing functions,12-Sep,Pre-calculus
Function Inverses Example 3,Bq9cq9FZuNM,CC.9-12.F-BF.4.d,Building Functions,Build new functions from existing functions,12-Sep,Pre-calculus
Introduction to Logarithms,mQTWzLpCcW0,CC.9-12.F-BF.5,Building Functions,Build new functions from existing functions,12-Sep,Pre-algebra
Introduction to Logarithm Properties,PupNgv49_WY,CC.9-12.F-BF.5,Building Functions,Build new functions from existing functions,12-Sep,Pre-algebra
Introduction to Logarithm Properties (Part 2),TMmxKZaCqe0,CC.9-12.F-BF.5,Building Functions,Build new functions from existing functions,12-Sep,Pre-algebra
Introduction to Functions,VhokQhjl5t0,CC.9-12.F-IF.1,Interpreting Functions,Understand the concept of a function and use function notation,12-Sep,Algebra
Domain and Range 1,C6F33Ir-sY4,CC.9-12.F-IF.1,Interpreting Functions,Understand the concept of a function and use function notation,12-Sep,Algebra I Worked Examples
Domain and Range 2,0lY4PcCYoyE,CC.9-12.F-IF.1,Interpreting Functions,Understand the concept of a function and use function notation,12-Sep,Algebra I Worked Examples
Squeeze Theorem,igJdDN-DPgA,CC.9-12.F-IF.1,Interpreting Functions,Understand the concept of a function and use function notation,12-Sep,Pre-calculus
Domain of a Function,U-k5N1WPk4g,CC.9-12.F-IF.2,Interpreting Functions,Understand the concept of a function and use function notation,12-Sep,Algebra
Simplifying Rational Expressions 3,ey_b3aPsRl8,CC.9-12.F-IF.2,Interpreting Functions,Understand the concept of a function and use function notation,12-Sep,Algebra I Worked Examples
Multiplying and Dividing Rational Expressions 1,3GL69IA2q4s,CC.9-12.F-IF.2,Interpreting Functions,Understand the concept of a function and use function notation,12-Sep,Algebra I Worked Examples
Introduction to Limits,W0VWO4asgmk,CC.9-12.F-IF.2,Interpreting Functions,Understand the concept of a function and use function notation,12-Sep,Pre-calculus
Sequences and Series (part 2),U_8GRLJplZg,CC.9-12.F-IF.3,Interpreting Functions,Understand the concept of a function and use function notation,12-Sep,Pre-calculus
Sequences and Series (part 1),VgVJrSJxkDk,CC.9-12.F-IF.3,Interpreting Functions,Understand the concept of a function and use function notation,12-Sep,Pre-calculus
Functions (Part III),5fcRSie63Hs,CC.9-12.F-IF.4,Interpreting Functions,Interpret functions that arise in applications in terms of the context,12-Sep,Algebra
